Time_4	F_4:1	D_4:1	F_4:3	D_4:3	F_4:5	D_4:5	F_4:7	D_4:7	F_4:9	D_4:9	F_4:11	D_4:11	F_4:13	D_4:13	Meas. Temp. Time	Tact
4.25037093367428	0	0	3.54702933691442E-11	0	4.61113813798875E-10	0	-6.7393557401374E-10	0	3.54702933691442E-11	0	-1.16415321826935E-10	0	4.89762896904722E-10	0	0.801194937899709	24.9255087542158
9.60845895018429	-0.0851116077974439	0.0585593100545339	-0.0404109426731338	0.0553986986584505	0.116032060696853	-0.0211891668443513	0.0310131325963994	0.00288410960187946	-3.08627527374483E-5	-0.00917019289195764	0.0500053958649005	0.0280692846500017	-0.044799454020449	0.0467197859495911	1.88005337398499	24.9223258321003
14.9635301101953	-0.842634716071188	0.337432235708661	0.267683717147065	0.0473805385680066	0.347122611566647	0.00131437514696131	0.28331853488362	0.0213287905163924	0.338881031542314	0.0154539367978543	0.325886111251293	-2.839794488807E-5	0.393603850932323	0.00713651694799466	2.80120043456554	24.9223258321003
20.316117502749	-1.77387641370296	0.727904503416028	0.213637886604374	0.109874345923117	0.212271005376351	0.0232834910223119	0.349912241491438	0.00252793193041612	0.327220636972925	0.00267009618873715	0.359043060939257	-0.00248305197629861	0.224705001972325	0.0435635216641401	3.80114849098027	24.9350575205624
25.6763416472822	-1.85137428622693	0.810696145585382	-0.138107289835261	0.138250262591129	0.0742578667541238	-0.0307166439405364	0.199064223219921	0.00441434865122403	0.159365929698652	0.0201170267895918	0.188231978110252	0.0424086478270738	0.0456678173027285	0.0498330489713084	4.80112295038998	24.9095941436382
31.0300209922716	-1.84652654081583	0.746300867680361	-0.092595939178409	0.164253966938219	0.0619819072030623	0.00128616374044555	0.202318692171957	0.0209817838467643	0.118572470250456	-0.000747116431611516	0.28890541929286	0.0317875837843644	0.0687040490911386	0.0398333470515269	5.80111501179636	24.9202038840233
36.3872320521623	-1.91626836638898	0.787927705927586	-0.0791301820072476	0.161332886273186	0.0896262158594254	0.0356101463107734	0.14730704934118	0.00632223561183309	0.109519622427797	0.00602173505471626	0.0826156903585797	-0.0215273162486085	0.0844820587994946	0.0988479028561073	6.8011862821877	24.9223258321003
41.7443098397925	-1.83176500257105	0.751527172256658	-0.0576297007146422	0.171391707751184	0.0884830181439611	0.00196725464138581	0.117430387188961	-0.00954358125177635	0.130271126862226	0.0034768084725556	0.135582847234673	-0.0287456148064393	0.165241441964099	0.0626346853821076	7.80109033361077	24.9350575205624
47.1163864145055	2.34187792334706	-0.71328767726402	0.424894674406005	0.0288468940237863	0.251318121417626	-0.035317527754529	0.0884556454916492	0.0122273479121304	0.0699610561487134	0.0216817065743413	0.0956438399362014	0.00288462855810678	-0.0646212290944277	0.0743169176598144	8.80106479302049	24.9350575205624
52.4623466553167	2.37847125343978	-0.745350908090529	0.383262690192169	0.0607340158486807	0.217629310204757	-0.0781463588163263	0.11376228435438	-0.018171839600555	0.0492799431440289	-0.00344292268339075	0.0350160617908841	-0.00208063492743804	0.014271140015353	0.0840307024344895	9.8010442815721	24.9202038840233
