Time_1	F_1:3	D_1:3	F_1:5	D_1:5	F_1:7	D_1:7
3.24286494901571E-6	3.53175266809558E-11	-1.68753899743024E-14	-9.7589492042971E-11	-3.10862446895044E-15	-1.42012623882692E-10	1.77635683940025E-15
4.59707270562623	-0.082752943624353	-0.000204947220100671	0.0971472374118996	-0.0175231589771871	-0.214046894581447	-0.0098196416311378
9.16813773289297	-0.232888002534008	0.014724440912727	-0.0371196248614076	0.0153283718931587	-0.203978105456958	0.00560611212755369
13.7654617959631	0.140953556980396	-0.0716718120720143	-0.0367415831467959	0.0128512739696558	-0.247376099370872	0.00279440471183712
18.4841541405765	0.0607153239705731	-0.09310785037444	-0.018243105062357	0.0240211169815976	-0.189653709672843	0.0147248691267254
23.0928446929899	0.140546921675952	-0.0586340334522104	0.0819167255378481	0.0378356530415513	-0.238636301173887	-0.00960328294787693
27.6672930754719	0.129305365220564	-0.0808017526205616	0.0406609124458548	-0.0462964559908161	-0.25767829283372	0.00323350013708712
32.2649943241847	0.00240871996750869	-0.0769754686923418	0.0220131604884948	-0.0493115067528751	-0.292642837265834	0.00180668646958004
37.0323128132147	0.0704352725650388	-0.0350692026010675	0.0491932130373236	-0.0480004643358458	-0.203008519893633	-0.000278854697496556
41.6097585642708	-0.0872265981776472	-0.0302073143452786	0.116430457583828	-0.0335371586999744	-0.179725308645306	0.00819713775452335
46.1898427288977	0.0351280303405765	-0.0732572949678056	-0.0179146939001846	0.0266539867451709	-0.201680048377643	0.00822698465148797
50.7725363895294	-0.0786629604441877	-0.0455130443207166	0.0715345478572083	0.0189169450517537	-0.211937441499362	0.000657543083848466
55.3485959833485	0.0591690410281736	-0.082798323813523	0.0809854499017995	0.017325933638912	-0.135604285909853	-0.0258300988705411
59.923661692999	-0.074440991470663	-0.0891902964306039	0.0338302559172909	-0.00467059460166608	-0.228220642819128	0.0179500287762284
64.4923535939303	0.0240838118250686	-0.0942380234610765	0.0344141378020133	0.0513980238488583	-0.142893048411356	-0.000946568450414631
69.0698037454856	0.0165329054351169	-0.103183595284167	-0.0322496564174806	-0.0351955080572597	-0.180062657097682	0.00842037179978838
73.6393744889644	-0.0238163216305729	-0.0730843782235864	0.0164431801951643	-0.0145812178664673	-0.219805548375593	0.0114511381035118
78.211197659373	0.0374845719942023	-0.0693780508134862	-0.00602293247793639	0.00180535106292412	-0.149268252650604	0.0157380066879274
82.7815146017817	0.095525380259307	-0.0263607070159138	0.0342261522029723	-0.034154679884526	-0.240678171103941	0.00913188552380184
87.3495866609735	0.158419740111487	-0.0617804401917565	0.103392512253503	-0.0161173120909868	-0.151539575982628	-0.0106253024247405
91.9186645485458	0.106663531348961	-0.0569711368159629	0.107852015546722	-0.0379856061385371	-0.179315638471184	0.0139555974106162
96.4902268322182	0.0794867513435129	-0.0151585420330944	0.106629887125745	-0.0576706527155042	-0.180634762701306	-0.00744063493185187
101.078922145068	0.113614403988624	-0.0583966100884536	0.127055805823783	0.0381774387587339	-0.176053903074394	-0.00803249054271582
105.649995973333	0.131553558668049	-0.0936566679684914	0.129855018011494	-0.00152685439363465	-0.113195490766106	0.00592129359493931
110.215312691405	-0.0689076309046577	-0.0860100011126859	0.0452777623151626	-0.0174708760143605	-0.0678768947010617	-0.00485501534475752
114.784382406622	0.115366255279088	-0.0906948891308899	0.13400382389791	-0.0751561909819745	-0.143153041743194	-0.000738273253302779
119.354454178363	0.230790648023987	-0.0532479481654375	0.0392073168374729	-0.00878852816285614	-0.0971448859287598	0.0032415146080087
123.91926923953	0.185992118006499	-0.0571887214226647	0.111225208542418	0.0162991947316837	-0.143806411893497	-0.036680893863986
128.483593959361	0.123060127134824	-0.0386093365234101	0.130798979005885	-0.0391982553786678	-0.0475753046927316	0.0105715160970181
133.055163786746	0.0401202471660618	-0.0130046242735089	0.119976508519539	0.0172576632473036	-0.126126452357898	-0.0275543764201682
137.623380433768	0.235265284812005	-0.0447041825935797	0.109627855471626	0.0146417338771667	-0.0789333593985653	-0.00784593472019246
142.192431289702	0.0898902484880928	-0.0374198027099792	0.284914997122268	0.00639269767702588	-0.129448801421081	-0.015340505280987
146.765753773041	0.201909162760632	-0.0312774219468848	0.153468015692123	-0.0358583168487061	-0.0753004020167687	-0.0183016113686403
151.339820569381	0.103724837338479	-0.0552244184899164	0.0958588710938777	0.0288971037987236	-0.119140445263515	-0.0381705039140154
155.91201589629	0.159867371157663	-0.045507856077438	0.108781680367155	0.000616268164006062	-0.079908229552661	-0.0225541927328106
160.475585616193	0.199149364020133	-0.0475431286366357	0.183596009663415	0.00737314528938926	-0.0401656426844461	-0.0384765801716025
165.045283974148	0.156467184459718	-0.0663695175554322	0.0660505845164145	-0.0465826394664677	-0.0603883874556637	-0.0036619487351981
169.609229622408	0.0781686952071432	-0.0604984860487603	0.102438010922651	-0.0148172011762173	-0.0808607319987864	-0.000821206257553442
174.174673326313	0.290509567321198	-0.118877789016113	0.208199186525416	0.0212311451587621	-0.0619280701590874	-0.00796634874832414
178.739372088574	0.187146394238727	-0.0918958274802035	0.179099546275392	-0.0163874095076753	-0.0400310404953821	-0.00568664842648836
183.304189664311	0.180315772727983	-0.0337368820277844	0.214546451619935	-0.0145391305388247	-0.0157169743662458	-0.0336041615320237
187.872757722623	0.147196025312798	-0.0609267123596053	0.155649050227293	-0.0471826207605406	0.000561099889960559	-0.013238646143817
192.445581063628	0.252493705015088	-0.0383501535167623	0.107405951521468	-0.0164826805767038	-0.0158574465482566	-0.0077932602318338
197.018778447062	0.317327706178578	-0.0911646288111454	0.122904487601499	0.00171237712009686	-0.0273750500311003	-0.0134305012364262
201.584472350776	0.266442809289249	-0.0276505958189999	0.281591421268057	0.0176072659129969	-0.0249596484360559	-0.0199584599881728
206.150295754894	0.233269942959698	-0.0498599094995482	0.109789165756592	-0.001099871558782	-0.000480826553616254	-0.0378935813761796
210.714365245774	0.222464791844988	-0.0569093350420813	0.180212321034741	-0.00310154379863858	-0.0490245426691622	-0.0142088171723014
215.295187436975	0.186164076785946	-0.0382514952648192	0.181917048147806	0.0124247511321269	-0.0943013761012885	-0.0370034586722294
219.878508483059	0.147258931806238	-0.0791590110097671	0.199261816493344	0.0376792571118441	-0.0256591610965593	-0.0271512189353853
224.443951558321	0.137237918288367	-0.07188966210565	0.260042573413738	0.0217257568709468	-0.0388936763717034	0.0050454777738782
229.017526127398	0.308322136636281	-0.0560377471943125	0.22886644517548	-0.0158470039932896	0.0656733319873233	-0.0103556621858143
233.582218603231	0.298689693869012	-0.0982335868383926	0.100051502040696	-0.0185473348541936	-0.068712510310565	-0.0130288000418783
238.14816396404	0.252741096576603	-0.0591046946369032	0.193032967201543	-0.0212476880983874	0.064511509736672	-0.00459273613911471
242.714483995922	0.205042166670712	-0.0349022108193706	0.231507554552717	0.00173088108234909	0.043454430855359	0.00127675343866152
247.278554115444	0.201670472235339	-0.0296656512974378	0.309883795581026	-0.0308067109135979	0.0288744886719137	-0.00973821672526576
251.841247507371	0.198773025260227	-0.0897065547160762	0.330048477552008	-0.0134686842664595	-0.00449978361497827	-0.0258430319023102
